"[Repository]","[Page]","[Object]","[Name]","[Type]","[Identifier Type]","[Identifier Value]","[Locators]","[Properties]"
,"EligibiltyMatching_AddMember","EligibilityAttribute01_SetText","EligibilityAttribute01_SetText","Text Box","Xpath Manual","//input[@id=""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.ELIGIBILITY_ATTRIBUTE_01-v3textfield-input""]","{""xpath manual"":""//input[@id=\""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.ELIGIBILITY_ATTRIBUTE_01-v3textfield-input\""]""}","{}"
,"EligibiltyMatching_AddMember","EligibilityAttribute02","EligibilityAttribute02","Text Box","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[23]/div","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[23]/div""}","{}"
,"EligibiltyMatching_AddMember","EligibilityAttribute02_SetText","EligibilityAttribute02_SetText","Text Box","Xpath Manual","//input[@id=""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.ELIGIBILITY_ATTRIBUTE_02-v3textfield-input""]","{""xpath manual"":""//input[@id=\""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.ELIGIBILITY_ATTRIBUTE_02-v3textfield-input\""]""}","{}"
,"EligibiltyMatching_AddMember","Eligibilityattribute03","Eligibilityattribute03","Text Box","Xpath Manual","//input[@id=""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.ELIGIBILITY_ATTRIBUTE_03-v3textfield-input""]","{""xpath manual"":""//input[@id=\""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.ELIGIBILITY_ATTRIBUTE_03-v3textfield-input\""]""}","{}"
,"EligibiltyMatching_AddMember","EligibilityAttribute03_Click","EligibilityAttribute03_Click","Text Box","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[24]/div","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[24]/div""}","{}"
,"EligibiltyMatching_AddMember","EligibleAttribute01","EligibleAttribute01","Text Box","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[22]/div","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[22]/div""}","{}"
,"EligibiltyMatching_AddMember","EmploymentForm","EmploymentForm","Text Box","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[6]","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[6]""}","{}"
,"EligibiltyMatching_AddMember","EmploymentForm_SetText","EmploymentForm_SetText","Text Box","Xpath Manual","(//input[@id=""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.EMPLOYMENT_FORM-v3listableentitycombobox-input""])[last()]","{""xpath manual"":""(//input[@id=\""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.EMPLOYMENT_FORM-v3listableentitycombobox-input\""])[last()]""}","{}"
,"EligibiltyMatching_AddMember","EmploymentStatus","EmploymentStatus","Web Element","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div/table/tbody[2]/tr/td[3]","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div/table/tbody[2]/tr/td[3]""}","{}"
,"EligibiltyMatching_AddMember","EmploymentStatus_Settext","EmploymentStatus_Settext","Text Box","Xpath Manual","(//input[@id=""v3-widget-MEMBER_CONTRACT.MEMBER_CONTRACT_STATUS-v3listableentitycombobox-input""])[last()]","{""xpath manual"":""(//input[@id=\""v3-widget-MEMBER_CONTRACT.MEMBER_CONTRACT_STATUS-v3listableentitycombobox-input\""])[last()]""}","{}"
,"EligibiltyMatching_AddMember","EmploymentType","EmploymentType","Text Box","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[5]","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[5]""}","{}"
,"EligibiltyMatching_AddMember","EmploymentType_SetText","EmploymentType_SetText","Text Box","Xpath Manual","(//input[@id=""v3-widget-CLASS_ELIGIBILITY_ATTR_VALUES.VC_EMPLOYEE_TYPE-v3listableentitycombobox-input""])[last()]","{""xpath manual"":""(//input[@id=\""v3-widget-CLASS_ELIGIBILITY_ATTR_VALUES.VC_EMPLOYEE_TYPE-v3listableentitycombobox-input\""])[last()]""}","{}"
,"EligibiltyMatching_AddMember","EmpStatus_AutoSuggestion","EmpStatus_AutoSuggestion","Web Element","Xpath Manual","/html/body/div[11]/div/div/div[1]","{""xpath manual"":""/html/body/div[11]/div/div/div[1]""}","{}"
,"EligibiltyMatching_AddMember","Exempt_Checkbox","Exempt_Checkbox","Check Box","Xpath Manual","//span[text()=""Exempt""]//following::input[2]","{""xpath manual"":""//span[text()=\""Exempt\""]//following::input[2]""}","{}"
,"EligibiltyMatching_AddMember","Job Title","Job Title","Web Element","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[4]/div","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[4]/div""}","{}"
,"EligibiltyMatching_AddMember","JobTitle_SetText","JobTitle_SetText","Text Box","Xpath Manual","(//input[@id=""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.JOB_TITLE-v3textfield-input""])[last()]","{""xpath manual"":""(//input[@id=\""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.JOB_TITLE-v3textfield-input\""])[last()]""}","{}"
,"EligibiltyMatching_AddMember","LengthOfService","LengthOfService","Web Element","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[19]/div","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[19]/div""}","{}"
,"EligibiltyMatching_AddMember","LengthOfService_Settext","LengthOfService_Settext","Text Box","Xpath Manual","//input[@id=""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.LENGTH_OF_SERVICE-v3longfield-input""]","{""xpath manual"":""//input[@id=\""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.LENGTH_OF_SERVICE-v3longfield-input\""]""}","{}"
,"EligibiltyMatching_AddMember","Location","Location","Web Element","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[8]","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[8]""}","{}"
,"EligibiltyMatching_AddMember","Location_SetText","Location_SetText","Text Box","Xpath Manual","(//input[@id=""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.JOB_SITE_ID-v3listableentitycombobox-input""])[last()]","{""xpath manual"":""(//input[@id=\""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.JOB_SITE_ID-v3listableentitycombobox-input\""])[last()]""}","{}"
,"EligibiltyMatching_AddMember","Management_Checkbox","Management_Checkbox","Check Box","Xpath Manual","//span[text()=""Management""]//following::input[1]","{""xpath manual"":""//span[text()=\""Management\""]//following::input[1]""}","{}"
,"EligibiltyMatching_AddMember","Partner_Checkbox","Partner_Checkbox","Check Box","Xpath Manual","//span[text()=""Partner""]//following::input[4]","{""xpath manual"":""//span[text()=\""Partner\""]//following::input[4]""}","{}"
,"EligibiltyMatching_AddMember","RetirementStartDate","RetirementStartDate","Text Box","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[20]","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[20]""}","{}"
,"EligibiltyMatching_AddMember","RetirementStartDate_settext","RetirementStartDate_settext","Text Box","Xpath Manual","//input[@id=""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.RETIREMENT_START_DATE-v3datefield-input""]","{""xpath manual"":""//input[@id=\""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.RETIREMENT_START_DATE-v3datefield-input\""]""}","{}"
,"EligibiltyMatching_AddMember","SalaryAmount","SalaryAmount","Text Box","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[11]","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[11]""}","{}"
,"EligibiltyMatching_AddMember","SalaryAmount_SetText","SalaryAmount_SetText","Text Box","Xpath Manual","(//input[@id=""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.SALARY_AMOUNT-v3bigdecimalfield-input""])[last()]","{""xpath manual"":""(//input[@id=\""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.SALARY_AMOUNT-v3bigdecimalfield-input\""])[last()]""}","{}"
,"EligibiltyMatching_AddMember","SalaryType","SalaryType","Text Box","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[10]","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[10]""}","{}"
,"EligibiltyMatching_AddMember","SalaryType_SetText","SalaryType_SetText","Text Box","Xpath Manual","(//input[@id=""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.SALARY_TYPE-v3listableentitycombobox-input""])[last()]","{""xpath manual"":""(//input[@id=\""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.SALARY_TYPE-v3listableentitycombobox-input\""])[last()]""}","{}"
,"EligibiltyMatching_AddMember","ScheduleHour_SetText","ScheduleHour_SetText","Text Box","Xpath Manual","//input[@id=""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.SCHEDULE_HOURS-v3longfield-input""]","{""xpath manual"":""//input[@id=\""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.SCHEDULE_HOURS-v3longfield-input\""]""}","{}"
,"EligibiltyMatching_AddMember","ScheduleHours","ScheduleHours","Text Box","Xpath Manual","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[21]/div","{""xpath manual"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[21]/div""}","{}"
,"EligibiltyMatching_AddMember","State","State","Text Box","Xpath by","//*[@id=""v3-widget-eligibilityMatchingsGrid-v3grid""]/div[2]/div[1]/table/tbody[2]/tr/td[9]","{""xpath by"":""//*[@id=\""v3-widget-eligibilityMatchingsGrid-v3grid\""]/div[2]/div[1]/table/tbody[2]/tr/td[9]""}","{}"
,"EligibiltyMatching_AddMember","StateInput","StateInput","Text Box","Xpath by","//*[@id=""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.STATE_ID-v3listableentitycombobox-input""]","{""xpath by"":""//*[@id=\""v3-widget-MEM_CONT_ELIG_ATTR_VALUES.STATE_ID-v3listableentitycombobox-input\""]""}","{}"
,"EligibiltyMatching_AddMember","UnionFlag","UnionFlag","Check Box","Xpath Manual","//span[text()=""Union Flag""]//following::input[3]","{""xpath manual"":""//span[text()=\""Union Flag\""]//following::input[3]""}","{}"
,"ERPortalXpath","AdvancedLink","AdvancedLink","Web Element","Xpath by","//button[@id=""details-button""]","{""xpath by"":""//button[@id=\""details-button\""]""}","{}"
,"ERPortalXpath","BillingGroup","BillingGroup","Web Element","Xpath by","//select[@id=""billgroupname""]","{""xpath by"":""//select[@id=\""billgroupname\""]""}","{}"
,"ERPortalXpath","BillingPayment","BillingPayment","Web Element","Xpath by","//button[text()="" Billing & Payment ""]","{""xpath by"":""//button[text()=\"" Billing & Payment \""]""}","{}"
,"ERPortalXpath","GoButton","GoButton","Web Element","Xpath by","//button[@name=""goButton""]","{""xpath by"":""//button[@name=\""goButton\""]""}","{}"
,"ERPortalXpath","Iframe","Iframe","Frame","Xpath by","//iframe[@id=""snapshotiframe""]","{""xpath by"":""//iframe[@id=\""snapshotiframe\""]""}","{}"
,"ERPortalXpath","ManageRoster","ManageRoster","Web Element","Xpath by","//button[text()="" Manage Roster ""]","{""xpath by"":""//button[text()=\"" Manage Roster \""]""}","{}"
,"ERPortalXpath","Password","Password","Text Box","Xpath by","//input[@name=""PASSWORD""]","{""xpath by"":""//input[@name=\""PASSWORD\""]""}","{}"
,"ERPortalXpath","ProceedXpath","ProceedXpath","Web Element","Xpath by","//a[text()=""Proceed to giportal-stage.prudential.com (unsafe)""]","{""xpath by"":""//a[text()=\""Proceed to giportal-stage.prudential.com (unsafe)\""]""}","{}"
,"ERPortalXpath","UserName","UserName","Text Box","Xpath by","//input[@name=""USER""]","{""xpath by"":""//input[@name=\""USER\""]""}","{}"
,"FC_16","Payrollcycle","Payrollcycle","Text Box","Xpath Payrollcycle","//input[@id=""v3-widget-MEMBER_CONTRACT.CYCLE_DEFINITION_ID-v3listableentitycombobox-input""]","{""xpath payrollcycle"":""//input[@id=\""v3-widget-MEMBER_CONTRACT.CYCLE_DEFINITION_ID-v3listableentitycombobox-input\""]""}","{}"
,"FC_A7","AddFee_StartDate","AddFee_StartDate","Text Box","Xpath manual","/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div/div/div/div[2]/div/div[2]/div[1]/div/div[2]/div/div/div/div[2]/div/div[1]/div/div[7]/div/div[2]/div[1]/div/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr/td[6]","{""xpath manual"":""/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div/div/div/div[2]/div/div[2]/div[1]/div/div[2]/div/div/div/div[2]/div/div[1]/div/div[7]/div/div[2]/div[1]/div/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr/td[6]""}","{}"
,"FC_A7","AddFee_StartDate_settext","AddFee_StartDate_settext","Text Box","Xpath manual","//input[@id=""v3-widget-BILLING_CYCLE_FEE.START_DATE-v3datefield-input""]","{""xpath manual"":""//input[@id=\""v3-widget-BILLING_CYCLE_FEE.START_DATE-v3datefield-input\""]""}","{}"
,"FC_A7","AllOtherCorrespondence","AllOtherCorrespondence","Check Box","Xpath Mnaual","(//input[@name=""mps_SectionLayout__Datasheet__ChildDatasheet_0_formControl:DATASHEET_OWNER.DS_USE__GROUP_DOING_BUSIN_2""])[3]","{""xpath mnaual"":""(//input[@name=\""mps_SectionLayout__Datasheet__ChildDatasheet_0_formControl:DATASHEET_OWNER.DS_USE__GROUP_DOING_BUSIN_2\""])[3]""}","{}"
,"FC_A7","Arrow_Dropdown","Arrow_Dropdown","Web Element","Xpath Manual","//i[text()='arrow_drop_down']","{""xpath manual"":""//i[text()='arrow_drop_down']""}","{}"
,"FC_A7","BasicPlanCheckbox_modified","BasicPlanCheckbox_modified","Check Box","Xpath manual","/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[2]/div/div/div/div[2]/div[2]/div[1]/div/div[3]/div/div[5]/div/div/div/div/div[2]/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div/div[2]/div[1]/div/div[1]/div/div[2]/div[2]/div[1]/div/div/div/div/div/div/div/div[2]/div/table/tbody[2]/tr[2]/td[4]/div/div/input","{""xpath manual"":""/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[2]/div/div/div/div[2]/div[2]/div[1]/div/div[3]/div/div[5]/div/div/div/div/div[2]/div/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div/div[2]/div[1]/div/div[1]/div/div[2]/div[2]/div[1]/div/div/div/div/div/div/div/div[2]/div/table/tbody[2]/tr[2]/td[4]/div/div/input""}","{}"
,"FC_A7","Billing_Checkbox01","Billing_Checkbox01","Check Box","Xpath Manual","(//input[@name=""mps_SectionLayout__Datasheet__ChildDatasheet_0_formControl:DATASHEET_OWNER.DS_USE__GROUP_DOING_BUSIN_2""])[1]","{""xpath manual"":""(//input[@name=\""mps_SectionLayout__Datasheet__ChildDatasheet_0_formControl:DATASHEET_OWNER.DS_USE__GROUP_DOING_BUSIN_2\""])[1]""}","{}"
,"FC_A7","BillingFee_AddButton","BillingFee_AddButton","Web Element","Xpath Manual","//span[text()=""Add""]","{""xpath manual"":""//span[text()=\""Add\""]""}","{}"
,"FC_A7","BillingFee_textbox","BillingFee_textbox","Text Box","Xpath Manual","/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div/div/div/div[2]/div/div[2]/div[1]/div/div[2]/div/div/div/div[2]/div/div[1]/div/div[7]/div/div[2]/div[1]/div/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr/td[1]/div","{""xpath manual"":""/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div/div/div/div[2]/div/div[2]/div[1]/div/div[2]/div/div/div/div[2]/div/div[1]/div/div[7]/div/div[2]/div[1]/div/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr/td[1]/div""}","{}"
,"FC_A7","BillingFee_textbox_settext","BillingFee_textbox_settext","Text Box","Xpath Manual","//input[@id=""v3-widget-BILLING_CYCLE_FEE.BILLING_FEE_ID-v3combobox-input""]","{""xpath manual"":""//input[@id=\""v3-widget-BILLING_CYCLE_FEE.BILLING_FEE_ID-v3combobox-input\""]""}","{}"
,"FC_A7","BillingFeeGearIcon","BillingFeeGearIcon","Web Element","Xpath Manual","//div[@id=""v3-widget-WorldPages_BillingCycleSetup.BILLING_CYCLE_FEE_GRID-v3grid-gridgearaction""]","{""xpath manual"":""//div[@id=\""v3-widget-WorldPages_BillingCycleSetup.BILLING_CYCLE_FEE_GRID-v3grid-gridgearaction\""]""}","{}"
,"FC_A7","BillingSetUp","BillingSetUp","Web Element","Xpath Manual","//em[text()=""Billing Setup""]","{""xpath manual"":""//em[text()=\""Billing Setup\""]""}","{}"
,"FC_A7","BillingSetup_Editbutton3","BillingSetup_Editbutton3","Web Element","Xpath","(//input[@id=""CYCLE_USAGE_GRID_EDIT_BUTTON""])[3]","{""xpath"":""(//input[@id=\""CYCLE_USAGE_GRID_EDIT_BUTTON\""])[3]""}","{}"
,"FC_A7","CaseDetail_Tab","CaseDetail_Tab","Web Element","Xpath Manual","//a[text()=""Case Details""]","{""xpath manual"":""//a[text()=\""Case Details\""]""}","{}"
,"FC_A7","Component_Click","Component_Click","Text Box","Xpath Manual","/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div/div/div/div[2]/div/div[2]/div[1]/div/div[2]/div/div/div/div[2]/div/div[1]/div/div[7]/div/div[2]/div[1]/div/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr/td[5]","{""xpath manual"":""/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div/div/div/div[2]/div/div[2]/div[1]/div/div[2]/div/div/div/div[2]/div/div[1]/div/div[7]/div/div[2]/div[1]/div/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr/td[5]""}","{}"
,"FC_A7","Component_SetText","Component_SetText","Text Box","Xpath Manual","//input[@id=""v3-widget-BILLING_CYCLE_FEE.PRODUCT_COMPONENT_ID-v3combobox-input""]","{""xpath manual"":""//input[@id=\""v3-widget-BILLING_CYCLE_FEE.PRODUCT_COMPONENT_ID-v3combobox-input\""]""}","{}"
,"FC_A7","ContinuationCheckbox","ContinuationCheckbox","Check Box","Xpath by","//*[@id=""v3-widget-PLAN.ELIGIBLE_CONTINUATION_TYPES-v3multiselector""]/div/div[2]/span[1]","{""xpath by"":""//*[@id=\""v3-widget-PLAN.ELIGIBLE_CONTINUATION_TYPES-v3multiselector\""]/div/div[2]/span[1]""}","{}"
,"FC_A7","Contract_Checkbox02","Contract_Checkbox02","Check Box","Xpath Manual","(//input[@name=""mps_SectionLayout__Datasheet__ChildDatasheet_0_formControl:DATASHEET_OWNER.DS_USE__GROUP_DOING_BUSIN_2""])[2]","{""xpath manual"":""(//input[@name=\""mps_SectionLayout__Datasheet__ChildDatasheet_0_formControl:DATASHEET_OWNER.DS_USE__GROUP_DOING_BUSIN_2\""])[2]""}","{}"
,"FC_A7","DetailsButton","DetailsButton","Web Element","Xpath Manual","(//input[@title=""Details""])[last()]","{""xpath manual"":""(//input[@title=\""Details\""])[last()]""}","{}"
,"FC_A7","FeeAmount_Click","FeeAmount_Click","Text Box","Xpath manual","/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div/div/div/div[2]/div/div[2]/div[1]/div/div[2]/div/div/div/div[2]/div/div[1]/div/div[7]/div/div[2]/div[1]/div/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr/td[2]/div","{""xpath manual"":""/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div/div/div/div[2]/div/div[2]/div[1]/div/div[2]/div/div/div/div[2]/div/div[1]/div/div[7]/div/div[2]/div[1]/div/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr/td[2]/div""}","{}"
,"FC_A7","FeeAmount_SetText","FeeAmount_SetText","Text Box","Xpath Manual","//input[@id=""v3-widget-BILLING_CYCLE_FEE.FEE_AMOUNT-v3bigdecimalfield-input""]","{""xpath manual"":""//input[@id=\""v3-widget-BILLING_CYCLE_FEE.FEE_AMOUNT-v3bigdecimalfield-input\""]""}","{}"
,"FC_A7","GroupOption","GroupOption","Web Element","Xpath Manual","(//div[text()='Group'])[last()]","{""xpath manual"":""(//div[text()='Group'])[last()]""}","{}"
,"FC_A7","PayrollCycle_Demographic","PayrollCycle_Demographic","Text Box","Xpath","//input[@id=""v3-widget-MEMBER_CONTRACT.CYCLE_DEFINITION_ID-v3listableentitycombobox-input""]","{""xpath"":""//input[@id=\""v3-widget-MEMBER_CONTRACT.CYCLE_DEFINITION_ID-v3listableentitycombobox-input\""]""}","{}"
,"FC_A7","PlanCloseButton","PlanCloseButton","Web Element","Xpath Manual","//button[text()=""Close""]","{""xpath manual"":""//button[text()=\""Close\""]""}","{}"
,"FC_A7","PlanGearIcon","PlanGearIcon","Web Element","Xpath Manual","//button[@id=""groupProfileComp.ROW_ADDONS_LINK""]","{""xpath manual"":""//button[@id=\""groupProfileComp.ROW_ADDONS_LINK\""]""}","{}"
,"FC_A7","PlanGearIcon_life_multipleprod","PlanGearIcon_life_multipleprod","Web Element","Xpath","(//span[text()=""Life & AD&D""]//preceding::button[@alt=""Actions""])[last()]","{""xpath"":""(//span[text()=\""Life & AD&D\""]//preceding::button[@alt=\""Actions\""])[last()]""}","{}"
,"FC_A7","Porting","Porting","Button","Xpath Manual","//*[@id=""v3-widget-PLAN.ELIGIBLE_CONTINUATION_TYPES-v3multiselector""]/div/div[1]/span[1]","{""xpath manual"":""//*[@id=\""v3-widget-PLAN.ELIGIBLE_CONTINUATION_TYPES-v3multiselector\""]/div/div[1]/span[1]""}","{}"
,"FC_A7","Product_Click","Product_Click","Text Box","Xpath Manual","/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div/div/div/div[2]/div/div[2]/div[1]/div/div[2]/div/div/div/div[2]/div/div[1]/div/div[7]/div/div[2]/div[1]/div/div/div/div/div/div[2]/div[2]/div[2]/div/table/tbody[2]/tr/td[4]","{""xpath manual"":""/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div/div/div/div[2]/div/div[2]/div[1]/div/div[2]/div/div/div/div[2]/div/div[1]/div/div[7]/div/div[2]/div[1]/div/div/div/div/div/div[2]/div[2]/div[2]/div/table/tbody[2]/tr/td[4]""}","{}"
,"FC_A7","Product_SetText","Product_SetText","Text Box","Xpath Manual","//input[@id=""v3-widget-BILLING_CYCLE_FEE.PRODUCT_ID-v3combobox-input""]","{""xpath manual"":""//input[@id=\""v3-widget-BILLING_CYCLE_FEE.PRODUCT_ID-v3combobox-input\""]""}","{}"
,"FC_A7","ProductOffering_Addfees_Click","ProductOffering_Addfees_Click","Text Box","Xpath","/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div/div/div/div[2]/div/div[2]/div[1]/div/div[2]/div/div/div/div[2]/div/div[1]/div/div[7]/div/div[2]/div[1]/div/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr/td[3]","{""xpath"":""/html/body/div[8]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div/div/div/div[2]/div/div[2]/div[1]/div/div[2]/div/div/div/div[2]/div/div[1]/div/div[7]/div/div[2]/div[1]/div/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr/td[3]""}","{}"
,"FC_A7","ProductOffering_Click","ProductOffering_Click","Web Element","Xpath manual","//em[text()=""Product Offering""]","{""xpath manual"":""//em[text()=\""Product Offering\""]""}","{}"
,"FC_A7","ProductOffering_SetText","ProductOffering_SetText","Text Box","Xpath Manual","//input[@id=""v3-widget-BILLING_CYCLE_FEE.GROUP_POLICY_ID-v3combobox-input""]","{""xpath manual"":""//input[@id=\""v3-widget-BILLING_CYCLE_FEE.GROUP_POLICY_ID-v3combobox-input\""]""}","{}"
,"FC_A7","Prucorelink_uat","Prucorelink_uat","Web Element","Xpath manual","//div[text()='Log in at prucore-nonprod-provider']","{""xpath manual"":""//div[text()='Log in at prucore-nonprod-provider']""}","{}"
,"FC_A7","Rates_Tab","Rates_Tab","Browser","Xpath Manual","//span[text()=""Rates""]","{""xpath manual"":""//span[text()=\""Rates\""]""}","{}"
,"FC_A7","STDASO_DetailButton","STDASO_DetailButton","Web Element","Xpath","(//span[text()=""Short Term Disability ASO/ATP""]//following::input[@value=""Details""])[7]","{""xpath"":""(//span[text()=\""Short Term Disability ASO/ATP\""]//following::input[@value=\""Details\""])[7]""}","{}"
,"FC_A7","STDASO_PlanGearIcon","STDASO_PlanGearIcon","Web Element","Xpath","((//span[text()=""Short Term Disability ASO/ATP""])[2]//preceding::button[@alt=""Actions""])[last()]","{""xpath"":""((//span[text()=\""Short Term Disability ASO/ATP\""])[2]//preceding::button[@alt=\""Actions\""])[last()]""}","{}"
,"FC_A7","Transaction_Tab","Transaction_Tab","Web Element","Xpath","//em[text()=""Transactions""]","{""xpath"":""//em[text()=\""Transactions\""]""}","{}"
,"FcTcs_manual","BillGeneration","BillGeneration","Web Element","Xpath BillGeneration","//input[@title=""Bill Generation""]","{""xpath billgeneration"":""//input[@title=\""Bill Generation\""]""}","{}"
,"FcTcs_manual","casedetailstab","casedetailstab","Web Element","Xpath casedetailstab","//a[@title=""Case Details""]","{""xpath casedetailstab"":""//a[@title=\""Case Details\""]""}","{}"
